trade_date,signal_date,symbol,side,shares,price,notional,cost,in_risk,label
2025-04-03,2025-04-02,000333,SELL,600,78.7,47217.72,35.4133,True,S60
2025-04-03,2025-04-02,300760,BUY,200,235.15,47029.7,35.2723,True,S60
2025-04-07,2025-04-03,300100,SELL,300,79.58,23874.45,17.9058,True,S60
2025-04-07,2025-04-03,601288,BUY,6500,5.46,35467.9,26.6009,True,S60
2025-04-08,2025-04-07,002553,SELL,1800,15.98,28770.84,21.5781,True,S60
2025-04-10,2025-04-09,603501,BUY,200,124.5,24899.46,18.6746,True,S60
2025-04-15,2025-04-14,000737,SELL,6400,9.32,59635.84,44.7269,True,S60
2025-04-15,2025-04-14,600171,BUY,1700,36.83,62604.88,46.9537,True,S60
2025-04-17,2025-04-16,600276,SELL,1000,48.91,48914.1,36.6856,True,S60
2025-04-17,2025-04-16,002155,BUY,1400,34.62,48466.04,36.3495,True,S60
2025-04-18,2025-04-17,300760,SELL,200,228.21,45641.5,34.2311,True,S60
2025-04-18,2025-04-17,600988,BUY,1600,29.43,47089.12,35.3168,True,S60
2025-04-21,2025-04-18,601288,SELL,6500,5.72,37186.5,27.8899,True,S60
2025-04-21,2025-04-18,002261,BUY,1300,29.05,37765.0,28.3238,True,S60
2025-04-24,2025-04-23,603501,SELL,200,124.66,24931.66,18.6987,True,S60
2025-04-24,2025-04-23,300773,BUY,900,27.84,25055.28,18.7915,True,S60
2025-04-29,2025-04-28,600171,SELL,1700,35.04,59566.47,44.6749,True,S60
2025-04-29,2025-04-28,300766,BUY,1600,38.0,60800.0,45.6,True,S60
2025-05-06,2025-04-30,002155,SELL,1400,30.51,42714.84,32.0361,True,S60
2025-05-06,2025-04-30,600839,BUY,4000,10.7,42810.8,32.1081,True,S60
2025-05-07,2025-05-06,600988,SELL,1600,27.31,43695.52,32.7716,True,S60
2025-05-07,2025-05-06,300548,BUY,800,49.33,39460.56,29.5954,True,S60
2025-05-08,2025-05-07,002261,SELL,1300,33.7,43810.0,32.8575,True,S60
2025-05-08,2025-05-07,000158,BUY,1900,24.85,47222.22,35.4167,True,S60
2025-05-13,2025-05-12,300773,SELL,900,21.76,19583.01,14.6873,True,S60
2025-05-13,2025-05-12,002130,BUY,800,21.45,17161.12,12.8708,True,S60
2025-05-16,2025-05-15,300766,SELL,1600,37.99,60784.0,45.588,True,S60
2025-05-16,2025-05-15,601919,BUY,3800,17.61,66935.1,50.2013,True,S60
2025-05-20,2025-05-19,600839,SELL,4000,10.54,42167.6,31.6257,True,S60
2025-05-21,2025-05-20,300548,SELL,800,47.85,38283.44,28.7126,True,S60
2025-05-21,2025-05-20,300750,BUY,200,272.16,54431.06,40.8233,True,S60
2025-05-21,2025-05-20,300963,BUY,200,44.25,8849.58,6.6372,True,S60
2025-05-22,2025-05-21,000158,SELL,1900,23.45,44556.33,33.4172,True,S60
2025-05-23,2025-05-22,600418,BUY,1500,40.0,60000.0,45.0,True,S60
2025-05-27,2025-05-26,002130,SELL,800,19.9,15921.52,11.9411,True,S60
2025-05-29,2025-05-28,601229,BUY,1700,11.35,19299.08,14.4743,True,S60
2025-05-30,2025-05-29,601919,SELL,3800,18.19,69126.94,51.8452,True,S60
2025-05-30,2025-05-29,002639,BUY,6300,10.85,68355.0,51.2662,True,S60
2025-06-05,2025-06-04,300750,SELL,200,256.22,51244.58,38.4334,True,S60
2025-06-05,2025-06-04,300963,SELL,200,42.69,8538.84,6.4041,True,S60
2025-06-05,2025-06-04,002550,BUY,4100,8.81,36121.41,27.0911,True,S60
2025-06-05,2025-06-04,300468,BUY,900,26.71,24042.51,18.0319,True,S60
2025-06-09,2025-06-06,600418,SELL,1500,35.81,53715.0,40.2863,True,S60
2025-06-09,2025-06-06,300255,BUY,1100,44.46,48906.0,36.6795,True,S60
2025-06-13,2025-06-12,601229,SELL,1700,11.18,19009.06,14.2568,True,S60
2025-06-13,2025-06-12,002734,BUY,800,22.82,18253.92,13.6904,True,S60
2025-06-16,2025-06-13,002639,SELL,6300,11.04,69552.0,52.164,True,S60
2025-06-17,2025-06-16,300085,BUY,1600,41.36,66176.0,49.632,True,S60
2025-06-19,2025-06-18,002550,SELL,4100,8.53,34987.35,26.2405,True,S60
2025-06-19,2025-06-18,300468,SELL,900,41.08,36974.61,27.731,True,S60
2025-06-19,2025-06-18,600415,BUY,1500,20.86,31288.35,23.4663,True,S60
2025-06-19,2025-06-18,600809,BUY,200,180.27,36054.82,27.0411,True,S60
2025-06-23,2025-06-20,300255,SELL,1100,50.39,55429.0,41.5718,True,S60
2025-06-23,2025-06-20,601328,BUY,8400,8.12,68179.44,51.1346,True,S60
2025-06-27,2025-06-26,002734,SELL,800,18.45,14760.88,11.0707,True,S60
2025-06-27,2025-06-26,002074,BUY,100,32.52,3252.42,2.4393,True,S60
2025-07-01,2025-06-30,300085,SELL,1600,44.89,71824.0,53.868,True,S60
2025-07-01,2025-06-30,600967,BUY,3800,19.96,75837.74,56.8783,True,S60
2025-07-03,2025-07-02,600415,SELL,1500,19.47,29201.4,21.9011,True,S60
2025-07-03,2025-07-02,600809,SELL,200,179.27,35854.72,26.891,True,S60
2025-07-03,2025-07-02,300065,BUY,1000,18.96,18960.0,14.22,True,S60
2025-07-03,2025-07-02,600150,BUY,1500,33.03,49545.0,37.1587,True,S60
2025-07-07,2025-07-04,601328,SELL,8400,8.39,70497.84,52.8734,True,S60
2025-07-07,2025-07-04,603228,BUY,1500,46.16,69233.85,51.9254,True,S60
2025-07-11,2025-07-10,002074,SELL,100,29.92,2991.59,2.2437,True,S60
2025-07-14,2025-07-11,002602,BUY,300,12.38,3714.06,2.7855,True,S60
2025-07-15,2025-07-14,600967,SELL,3800,17.99,68362.0,51.2715,True,S60
2025-07-15,2025-07-14,600744,BUY,7800,8.7,67860.0,50.895,True,S60
2025-07-17,2025-07-16,300065,SELL,1000,17.74,17740.0,13.305,True,S60
2025-07-17,2025-07-16,600150,SELL,1500,33.79,50685.0,38.0138,True,S60
2025-07-17,2025-07-16,300502,BUY,100,234.12,23411.8,17.5588,True,S60
2025-07-17,2025-07-16,300548,BUY,400,80.08,32033.68,24.0253,True,S60
2025-07-21,2025-07-18,603228,SELL,1500,53.89,80828.4,60.6213,True,S60
2025-07-21,2025-07-18,002126,BUY,3200,28.06,89781.12,67.3358,True,S60
2025-07-28,2025-07-25,002602,SELL,300,12.21,3662.88,2.7472,True,S60
2025-07-28,2025-07-25,601888,BUY,100,67.41,6741.23,5.0559,True,S60
2025-07-29,2025-07-28,600744,SELL,7800,7.17,55926.0,41.9445,True,S60
2025-07-29,2025-07-28,000625,BUY,4100,13.46,55175.34,41.3815,True,S60
2025-07-31,2025-07-30,300502,SELL,100,278.96,27896.22,20.9222,True,S60
2025-07-31,2025-07-30,300548,SELL,400,93.05,37220.0,27.915,True,S60
2025-07-31,2025-07-30,600570,BUY,400,37.1,14841.36,11.131,True,S60
2025-07-31,2025-07-30,600584,BUY,1300,35.52,46182.11,34.6366,True,S60
2025-08-04,2025-08-01,002126,SELL,3200,28.56,91384.64,68.5385,True,S60
2025-08-04,2025-08-01,300661,BUY,1300,74.53,96883.67,72.6628,True,S60
2025-08-11,2025-08-08,601888,SELL,100,65.25,6524.55,4.8934,True,S60
2025-08-12,2025-08-11,000625,SELL,4100,13.11,53734.19,40.3006,True,S60
2025-08-12,2025-08-11,300762,BUY,600,27.2,16320.0,12.24,True,S60
2025-08-12,2025-08-11,600941,BUY,300,114.14,34242.75,25.6821,True,S60
2025-08-14,2025-08-13,600570,SELL,400,36.03,14413.52,10.8101,True,S60
2025-08-14,2025-08-13,600584,SELL,1300,35.67,46377.24,34.7829,True,S60
2025-08-14,2025-08-13,002173,BUY,1400,23.78,33292.0,24.969,True,S60
2025-08-14,2025-08-13,600410,BUY,2100,16.12,33852.0,25.389,True,S60
2025-08-18,2025-08-15,300661,SELL,1300,76.67,99671.91,74.7539,True,S60
2025-08-18,2025-08-15,002104,BUY,3200,29.58,94656.0,70.992,True,S60
2025-08-26,2025-08-25,300762,SELL,600,29.21,17526.0,13.1445,True,S60
2025-08-26,2025-08-25,600941,SELL,300,115.17,34550.37,25.9128,True,S60
2025-08-26,2025-08-25,601127,BUY,200,137.48,27495.1,20.6213,True,S60
2025-08-27,2025-08-26,601698,BUY,1000,22.7,22700.0,17.025,True,S60
2025-08-28,2025-08-27,002173,SELL,1400,22.06,30884.0,23.163,True,S60
2025-08-28,2025-08-27,600410,SELL,2100,24.53,51513.0,38.6348,True,S60
2025-08-28,2025-08-27,002555,BUY,2000,20.35,40709.2,30.5319,True,S60
2025-08-28,2025-08-27,688012,BUY,100,307.78,30778.37,23.0838,True,S60
2025-09-01,2025-08-29,002104,SELL,3200,26.55,84960.0,63.72,True,S60
2025-09-01,2025-08-29,300502,BUY,100,507.46,50745.89,38.0594,True,S60
2025-09-09,2025-09-08,601127,SELL,200,144.69,28937.94,21.7035,True,S60
2025-09-09,2025-09-08,300274,BUY,500,133.7,66851.1,50.1383,True,S60
2025-09-10,2025-09-09,601698,SELL,1000,21.88,21880.0,16.41,True,S60
2025-09-10,2025-09-09,002460,BUY,700,46.45,32515.0,24.3863,True,S60
2025-09-11,2025-09-10,002555,SELL,2000,22.91,45828.8,34.3716,True,S60
2025-09-11,2025-09-10,688012,SELL,100,307.19,30718.72,23.039,True,S60
2025-09-11,2025-09-10,601138,BUY,800,56.11,44885.04,33.6638,True,S60
2025-09-15,2025-09-12,300502,SELL,100,480.84,48083.83,36.0629,True,S60
2025-09-15,2025-09-12,002384,BUY,300,76.99,23097.0,17.3227,True,S60
2025-09-15,2025-09-12,002475,BUY,900,52.3,47073.24,35.3049,True,S60
2025-09-23,2025-09-22,300274,SELL,500,138.76,69379.5,52.0346,True,S60
2025-09-23,2025-09-22,300620,BUY,400,138.11,55242.56,41.4319,True,S60
2025-09-24,2025-09-23,002460,SELL,700,52.6,36820.0,27.615,True,S60
2025-09-24,2025-09-23,002938,BUY,800,62.31,49852.0,37.389,True,S60
2025-09-25,2025-09-24,601138,SELL,800,68.25,54602.08,40.9516,True,S60
2025-09-25,2025-09-24,688008,BUY,400,133.34,53337.64,40.0032,True,S60
2025-09-29,2025-09-26,002384,SELL,300,68.59,20577.0,15.4328,True,S60
2025-09-29,2025-09-26,002475,SELL,900,64.45,58006.44,43.5048,True,S60
2025-09-29,2025-09-26,000977,BUY,400,72.08,28831.96,21.624,True,S60
2025-09-29,2025-09-26,603501,BUY,300,151.27,45380.97,34.0357,True,S60
2025-10-15,2025-10-14,300620,SELL,400,100.1,40038.84,30.0291,True,S60
2025-10-15,2025-10-14,688347,BUY,400,120.53,48212.0,36.159,True,S60
2025-10-16,2025-10-15,002938,SELL,800,49.44,39555.36,29.6665,True,S60
2025-10-16,2025-10-15,600392,BUY,1900,25.29,48052.14,36.0391,True,S60
2025-10-17,2025-10-16,688008,SELL,400,143.36,57343.48,43.0076,True,S60
2025-10-17,2025-10-16,600036,BUY,1300,42.96,55850.73,41.888,True,S60
2025-10-21,2025-10-20,000977,SELL,400,65.21,26082.44,19.5618,True,S60
2025-10-21,2025-10-20,603501,SELL,300,128.27,38480.4,28.8603,True,S60
2025-10-21,2025-10-20,000426,BUY,600,31.16,18696.0,14.022,True,S60
2025-10-21,2025-10-20,601288,BUY,6300,8.03,50565.06,37.9238,True,S60
2025-10-29,2025-10-28,688347,SELL,400,132.11,52844.0,39.633,True,S60
2025-10-29,2025-10-28,300476,BUY,100,345.28,34527.76,25.8958,True,S60
2025-10-30,2025-10-29,600392,SELL,1900,23.64,44909.54,33.6822,True,S60
2025-10-30,2025-10-29,301308,BUY,200,294.58,58916.24,44.1872,True,S60
2025-10-31,2025-10-30,600036,SELL,1300,42.33,55023.93,41.2679,True,S60
2025-10-31,2025-10-30,300502,BUY,100,521.25,52125.28,39.094,True,S60
2025-11-04,2025-11-03,000426,SELL,600,29.43,17658.0,13.2435,True,S60
2025-11-04,2025-11-03,601288,SELL,6300,8.3,52261.65,39.1962,True,S60
2025-11-04,2025-11-03,002812,BUY,800,48.5,38800.0,29.1,True,S60
2025-11-04,2025-11-03,603686,BUY,1200,30.0,36000.0,27.0,True,S60
2025-11-12,2025-11-11,300476,SELL,100,284.97,28497.03,21.3728,True,S60
2025-11-12,2025-11-11,002407,BUY,900,32.07,28866.42,21.6498,True,S60
2025-11-13,2025-11-12,301308,SELL,200,312.01,62401.12,46.8008,True,S60
2025-11-13,2025-11-12,300724,BUY,500,102.36,51177.55,38.3832,True,S60
2025-11-14,2025-11-13,300502,SELL,100,445.79,44579.28,33.4345,True,S60
2025-11-14,2025-11-13,300475,BUY,200,176.82,35364.0,26.523,True,S60
2025-11-18,2025-11-17,603686,SELL,1200,30.99,37188.0,27.891,True,S60
2025-11-18,2025-11-17,000833,BUY,2100,23.74,49859.25,37.3944,True,S60
2025-11-19,2025-11-18,002812,BUY,100,59.34,5934.0,4.4505,True,S60
2025-11-21,2025-11-20,002812,SELL,900,58.8,52920.0,39.69,True,S60
2025-11-21,2025-11-20,002240,BUY,1700,36.63,62271.0,46.7033,True,S60
2025-11-26,2025-11-25,002407,SELL,900,33.67,30304.71,22.7285,True,S60
2025-11-26,2025-11-25,300620,BUY,200,141.29,28257.78,21.1933,True,S60
2025-11-27,2025-11-26,300724,SELL,500,86.44,43220.0,32.415,True,S60
2025-11-28,2025-11-27,300475,SELL,200,132.54,26508.0,19.881,True,S60
2025-11-28,2025-11-27,601138,BUY,600,60.57,36342.36,27.2568,True,S60
2025-12-01,2025-11-28,300058,BUY,3400,10.51,35734.0,26.8005,True,S60
2025-12-02,2025-12-01,000833,SELL,2100,20.21,42431.13,31.8233,True,S60
2025-12-02,2025-12-01,002241,BUY,1400,30.85,43186.08,32.3896,True,S60
2025-12-05,2025-12-04,002240,SELL,1700,30.04,51068.0,38.301,True,S60
2025-12-05,2025-12-04,000426,BUY,1700,34.03,57851.0,43.3882,True,S60
2025-12-10,2025-12-09,300620,SELL,200,167.25,33449.78,25.0873,True,S60
2025-12-12,2025-12-11,601138,SELL,600,61.33,36800.88,27.6007,True,S60
2025-12-15,2025-12-12,300058,SELL,3400,8.7,29580.0,22.185,True,S60
2025-12-15,2025-12-12,603019,BUY,400,88.39,35357.08,26.5178,True,S60
2025-12-16,2025-12-15,002241,SELL,1400,28.85,40394.34,30.2958,True,S60
2025-12-16,2025-12-15,300395,BUY,300,92.91,27873.0,20.9047,True,S60
2025-12-16,2025-12-15,300476,BUY,100,291.87,29187.46,21.8906,True,S60
2025-12-16,2025-12-15,600118,BUY,700,53.5,37450.0,28.0875,True,S60
2025-12-19,2025-12-18,000426,SELL,1700,34.17,58089.0,43.5667,True,S60
2025-12-19,2025-12-18,000657,BUY,2400,27.36,65664.0,49.248,True,S60
2025-12-29,2025-12-26,603019,SELL,400,86.25,34500.68,25.8755,True,S60
2025-12-29,2025-12-26,000559,BUY,1800,13.78,24806.88,18.6052,True,S60
2025-12-30,2025-12-29,300395,SELL,300,106.28,31884.0,23.913,True,S60
2025-12-30,2025-12-29,300476,SELL,100,296.9,29689.69,22.2673,True,S60
2025-12-30,2025-12-29,600118,SELL,300,85.4,25620.0,19.215,True,S60
2025-12-30,2025-12-29,002759,BUY,600,47.0,28200.0,21.15,True,S60
2025-12-30,2025-12-29,600362,BUY,1100,46.85,51535.0,38.6512,True,S60
2025-12-31,2025-12-30,600118,SELL,400,88.0,35200.0,26.4,True,S60
2025-12-31,2025-12-30,002465,BUY,2600,15.09,39227.5,29.4206,True,S60
2026-01-06,2026-01-05,000657,SELL,2400,29.0,69600.0,52.2,True,S60
2026-01-06,2026-01-05,300058,BUY,4400,13.6,59840.0,44.88,True,S60
2026-01-14,2026-01-13,000559,SELL,1800,19.17,34507.62,25.8807,True,S60
2026-01-14,2026-01-13,300442,BUY,100,80.48,8048.0,6.036,True,S60
2026-01-15,2026-01-14,002759,SELL,600,41.54,24924.0,18.693,True,S60
2026-01-15,2026-01-14,600362,SELL,1100,59.09,64999.0,48.7493,True,S60
2026-01-15,2026-01-14,002230,BUY,800,61.66,49328.0,36.996,True,S60
2026-01-15,2026-01-14,600089,BUY,1600,26.2,41920.0,31.44,True,S60
2026-01-16,2026-01-15,002465,SELL,2600,21.64,56270.24,42.2027,True,S60
2026-01-16,2026-01-15,603881,BUY,1800,36.41,65538.0,49.1535,True,S60
2026-01-20,2026-01-19,300058,SELL,4400,17.6,77440.0,58.08,True,S60
2026-01-20,2026-01-19,688525,BUY,400,177.11,70842.48,53.1319,True,S60
2026-01-28,2026-01-27,300442,SELL,100,83.2,8320.0,6.24,True,S60
2026-01-28,2026-01-27,600489,BUY,500,35.0,17500.0,13.125,True,S60
2026-01-29,2026-01-28,002230,SELL,800,58.51,46808.0,35.106,True,S60
2026-01-29,2026-01-28,600089,SELL,1600,28.12,44992.0,33.744,True,S60
2026-01-29,2026-01-28,600547,BUY,500,64.0,32000.0,24.0,True,S60
2026-01-29,2026-01-28,601899,BUY,1200,43.79,52548.0,39.411,True,S60
2026-01-30,2026-01-29,603881,SELL,1800,38.3,68940.0,51.705,True,S60
2026-01-30,2026-01-29,603993,BUY,2900,26.07,75606.19,56.7046,True,S60
2026-02-03,2026-02-02,688525,SELL,400,174.6,69841.88,52.3814,True,S60
2026-02-03,2026-02-02,300394,BUY,200,353.4,70679.9,53.0099,True,S60
2026-02-11,2026-02-10,600489,SELL,500,29.95,14975.0,11.2313,True,S60
2026-02-11,2026-02-10,603667,BUY,200,88.39,17678.82,13.2591,True,S60
2026-02-12,2026-02-11,600547,SELL,500,47.0,23500.0,17.625,True,S60
2026-02-12,2026-02-11,601899,SELL,1200,39.57,47484.0,35.613,True,S60
2026-02-12,2026-02-11,300251,BUY,1200,25.8,30960.84,23.2206,True,S60
2026-02-12,2026-02-11,300395,BUY,400,99.0,39600.0,29.7,True,S60
2026-02-13,2026-02-12,603993,SELL,2900,22.82,66192.21,49.6442,True,S60
2026-02-13,2026-02-12,688521,BUY,200,261.0,52200.0,39.15,True,S60
2026-02-25,2026-02-24,300394,SELL,200,494.07,98814.42,74.1108,True,S60
2026-02-25,2026-02-24,600410,BUY,4700,24.01,112847.0,84.6353,True,S60
2026-03-05,2026-03-04,603667,SELL,200,74.01,14801.48,11.1011,True,S60
2026-03-05,2026-03-04,601872,BUY,300,17.34,5202.0,3.9015,True,S60
2026-03-06,2026-03-05,300251,SELL,1200,17.57,21089.76,15.8173,True,S60
2026-03-06,2026-03-05,300395,SELL,400,112.61,45044.0,33.783,True,S60
2026-03-06,2026-03-05,001309,BUY,100,256.34,25633.99,19.2255,True,S60
2026-03-06,2026-03-05,600549,BUY,400,76.06,30422.96,22.8172,True,S60
2026-03-09,2026-03-06,688521,SELL,200,220.5,44100.0,33.075,True,S60
2026-03-09,2026-03-06,002261,BUY,1500,39.49,59235.0,44.4263,True,S60
2026-03-11,2026-03-10,600410,SELL,4700,31.2,146640.0,109.98,True,S60
2026-03-11,2026-03-10,300475,BUY,800,160.51,128408.0,96.306,True,S60
2026-03-19,2026-03-18,601872,SELL,300,18.0,5400.0,4.05,True,S60
2026-03-19,2026-03-18,002384,BUY,100,104.0,10400.0,7.8,True,S60
2026-03-20,2026-03-19,001309,SELL,100,349.87,34986.84,26.2401,True,S60
2026-03-20,2026-03-19,600549,SELL,400,56.43,22573.68,16.9303,True,S60
2026-03-20,2026-03-19,002463,BUY,300,88.41,26523.03,19.8923,True,S60
2026-03-23,2026-03-20,002261,SELL,1500,34.49,51735.0,38.8013,True,S60
2026-03-23,2026-03-20,300308,BUY,100,591.01,59100.81,44.3256,True,S60
2026-03-25,2026-03-24,300475,SELL,800,144.49,115592.0,86.694,True,S60
2026-03-25,2026-03-24,001309,BUY,100,355.31,35531.42,26.6486,True,S60
2026-03-25,2026-03-24,603259,BUY,1100,96.14,105749.38,79.312,True,S60
2026-04-02,2026-04-01,002384,SELL,100,107.05,10705.0,8.0288,True,S60
2026-04-02,2026-04-01,600276,BUY,300,57.98,17392.71,13.0445,True,S60
2026-04-03,2026-04-02,002463,SELL,300,77.75,23325.21,17.4939,True,S60
2026-04-03,2026-04-02,600487,BUY,500,54.45,27225.0,20.4187,True,S60
2026-04-07,2026-04-03,300308,SELL,100,608.72,60871.9,45.6539,True,S60
2026-04-07,2026-04-03,300342,BUY,1000,56.28,56278.9,42.2092,True,S60
2026-04-09,2026-04-08,001309,SELL,100,383.19,38319.0,28.7393,True,S60
2026-04-09,2026-04-08,603259,SELL,1100,105.38,115918.66,86.939,True,S60
2026-04-09,2026-04-08,300433,BUY,3400,29.31,99654.0,74.7405,True,S60
2026-04-09,2026-04-08,601869,BUY,100,354.86,35486.0,26.6145,True,S60
2026-04-17,2026-04-16,600276,SELL,300,57.43,17230.05,12.9225,True,S60
2026-04-17,2026-04-16,600176,BUY,1300,32.8,42641.3,31.981,True,S60
2026-04-20,2026-04-17,600487,SELL,500,58.35,29175.0,21.8813,True,S60
2026-04-20,2026-04-17,000657,BUY,400,57.16,22864.0,17.148,True,S60
2026-04-21,2026-04-20,300342,SELL,1000,63.57,63571.4,47.6785,True,S60
2026-04-21,2026-04-20,002837,BUY,400,141.92,56769.64,42.5772,True,S60
2026-04-23,2026-04-22,300433,SELL,3400,27.2,92480.0,69.36,True,S60
2026-04-23,2026-04-22,601869,SELL,100,411.2,41120.0,30.84,True,S60
2026-04-23,2026-04-22,002436,BUY,800,29.07,23258.8,17.4441,True,S60
2026-04-23,2026-04-22,601166,BUY,6100,18.72,114180.41,85.6353,True,S60
2026-05-06,2026-04-30,600176,SELL,1300,35.36,45971.64,34.4787,True,S60
2026-05-06,2026-04-30,002709,BUY,800,60.58,48464.0,36.348,True,S60
2026-05-07,2026-05-06,000657,SELL,400,62.88,25152.0,18.864,True,S60
2026-05-08,2026-05-07,002837,SELL,400,131.54,52617.56,39.4632,True,S60
2026-05-08,2026-05-07,300124,BUY,600,75.17,45099.24,33.8244,True,S60
2026-05-11,2026-05-08,603179,BUY,300,100.06,30017.61,22.5132,True,S60
2026-05-12,2026-05-11,002436,SELL,800,33.73,26981.84,20.2364,True,S60
2026-05-12,2026-05-11,601166,SELL,6100,18.21,111109.67,83.3323,True,S60
2026-05-12,2026-05-11,600584,BUY,1500,56.76,85140.0,63.855,True,S60
2026-05-12,2026-05-11,688008,BUY,200,240.85,48170.0,36.1275,True,S60
2026-05-20,2026-05-19,002709,SELL,800,54.88,43904.0,32.928,True,S60
2026-05-20,2026-05-19,300433,BUY,1400,37.2,52080.0,39.06,True,S60
2026-05-22,2026-05-21,300124,SELL,600,78.39,47031.96,35.274,True,S60
2026-05-25,2026-05-22,603179,SELL,300,61.0,18300.0,13.725,True,S60
2026-05-25,2026-05-22,300408,BUY,200,121.0,24200.0,18.15,True,S60
2026-05-26,2026-05-25,600584,SELL,700,83.0,58100.0,43.575,True,S60
2026-05-26,2026-05-25,688008,SELL,200,286.0,57200.0,42.9,True,S60
2026-05-26,2026-05-25,600183,BUY,600,116.33,69796.02,52.347,True,S60
2026-05-26,2026-05-25,603986,BUY,100,510.0,51000.0,38.25,True,S60
2026-05-27,2026-05-26,600584,BUY,100,86.5,8650.0,6.4875,True,S60
2026-06-02,2026-06-01,600584,BUY,100,76.86,7686.0,5.7645,False,S60
2026-06-03,2026-06-02,300433,SELL,1400,41.1,57540.0,43.155,False,S60
2026-06-03,2026-06-02,600584,SELL,1000,76.23,76230.0,57.1725,False,S60
2026-06-03,2026-06-02,300620,BUY,200,333.0,66600.0,49.95,False,S60
2026-06-04,2026-06-03,600584,BUY,800,79.0,63200.0,47.4,False,S60
2026-06-08,2026-06-05,300408,SELL,200,130.78,26156.0,19.617,False,S60
2026-06-09,2026-06-08,600183,SELL,600,138.99,83394.0,62.5455,False,S60
2026-06-09,2026-06-08,603986,SELL,100,493.0,49300.0,36.975,False,S60
2026-06-09,2026-06-08,002463,BUY,600,138.0,82800.0,62.1,False,S60
2026-06-09,2026-06-08,688146,BUY,100,247.15,24714.56,18.5359,False,S60
2026-06-11,2026-06-10,600522,BUY,1100,49.69,54659.0,40.9943,False,S60
2026-06-17,2026-06-16,300620,SELL,200,379.1,75820.0,56.865,False,S60
2026-06-17,2026-06-16,301217,BUY,300,178.19,53457.0,40.0928,False,S60
2026-06-18,2026-06-17,600584,SELL,800,81.89,65512.0,49.134,False,S60
2026-06-18,2026-06-17,300285,BUY,900,82.2,73980.0,55.485,False,S60
2026-06-24,2026-06-23,002463,SELL,600,138.53,83118.0,62.3385,False,S60
2026-06-24,2026-06-23,002008,BUY,300,136.73,41019.0,30.7643,False,S60
2026-06-24,2026-06-23,600392,BUY,1300,30.98,40274.0,30.2055,False,S60
2026-06-26,2026-06-25,600522,SELL,1100,65.66,72226.0,54.1695,False,S60
2026-06-26,2026-06-25,688146,SELL,100,406.5,40650.0,30.4875,False,S60
2026-06-26,2026-06-25,000021,BUY,1800,53.0,95400.0,71.55,False,S60
