trade_date,risk_decision,target_position_ratio,selected_strategy,reason
2025-01-10,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-01-13,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index
2025-01-14,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-01-15,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-01-16,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-01-17,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-01-20,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-01-21,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-01-22,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-01-23,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-01-24,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-01-27,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-02-05,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-02-06,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-02-07,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-02-10,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-02-11,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-02-12,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-02-13,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-02-14,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-02-17,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-02-18,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-02-19,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-02-20,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-02-21,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-02-24,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-02-25,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-02-26,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-02-27,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-02-28,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-03-03,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-03-04,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-05,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-06,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-07,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-03-10,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-03-11,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-03-12,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-13,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-14,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-17,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-03-18,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-19,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-20,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-03-21,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-03-24,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-03-25,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-03-26,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-03-27,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-03-28,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-03-31,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-01,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-02,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-03,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-07,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-08,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-09,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-10,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-11,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-14,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-15,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-16,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-17,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index
2025-04-18,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index
2025-04-21,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-22,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-04-23,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-04-24,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-04-25,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-04-28,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-04-29,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-04-30,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-06,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-07,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-08,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-09,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-12,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-13,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-14,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-15,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-16,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-19,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-20,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-21,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-22,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-23,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-05-26,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-05-27,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-05-28,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-05-29,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-05-30,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-06-03,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-04,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-05,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-06,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-09,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-10,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-11,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-12,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-13,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-16,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-17,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-18,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-19,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-20,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-06-23,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-06-24,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-06-25,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-06-26,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-06-27,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-06-30,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-01,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-02,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-03,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-04,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-07-07,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-07-08,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-09,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-10,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-11,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-14,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-15,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-16,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-17,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-18,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-07-21,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-22,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-23,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-24,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-25,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-28,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-07-29,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-30,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-07-31,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-08-01,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-08-04,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-08-05,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-08-06,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-08-07,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-08-08,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-08-11,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-08-12,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-08-13,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-08-14,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-08-15,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-08-18,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-19,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-20,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-21,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-22,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-25,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-26,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-27,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-28,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-08-29,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-09-01,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-09-02,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-09-03,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2025-09-04,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-05,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-08,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-09,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-09-10,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-09-11,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-09-12,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-09-15,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-09-16,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-09-17,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-09-18,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-19,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-22,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-09-23,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-24,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-25,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-09-26,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-09-29,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-09-30,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-10-09,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-10-10,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-10-13,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-10-14,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-10-15,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-10-16,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-10-17,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-10-20,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-10-21,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-10-22,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-10-23,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-10-24,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-10-27,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-10-28,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-10-29,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-10-30,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-10-31,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-11-03,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-11-04,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-11-05,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-06,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-11-07,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-11-10,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-11-11,normal,0.7,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-11-12,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-11-13,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-11-14,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-11-17,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-11-18,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-11-19,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-20,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-21,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-24,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-25,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-26,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-27,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-11-28,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-12-01,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-12-02,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-12-03,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-12-04,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-12-05,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-08,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-09,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-12-10,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-11,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-12,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-12-15,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-12-16,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-12-17,hard_reduce,0.45,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-12-18,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2025-12-19,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-22,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-23,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-24,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-25,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2025-12-26,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-29,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-30,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2025-12-31,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-05,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-06,recovery_reduce,0.55,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-07,reduce_position,0.45,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-08,recovery_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-09,recovery_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-12,recovery_reduce,0.6,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-13,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2026-01-14,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2026-01-15,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,attack_risk_on_and_attack_not_failed
2026-01-16,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2026-01-19,normal,0.7999999999999999,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days
2026-01-20,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-21,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-22,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-23,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-26,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-27,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-28,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-29,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-01-30,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
2026-02-02,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-03,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-04,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-05,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-06,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-09,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-10,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-11,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-12,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-13,reduce_position,0.5,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-24,normal,0.7,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk
2026-02-25,normal,0.7,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority
