signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,locked,skipped_by_position_cap,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_target_position_ratio,adaptive_position_reason,market_style_state,selected_strategy,target_position_ratio,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state
2024-02-20,2024-02-21,adaptive_market_style,5,600839,四川长虹,家用电器,92.36213070065534,0.04086266389182755,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal
2024-02-21,2024-02-22,adaptive_market_style,1,002463,沪电股份,元器件,95.05922081776443,0.030824098275006262,0.08747890381002199,0,0,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-21,2024-02-22,adaptive_market_style,2,600839,四川长虹,家用电器,94.73337175724083,0.04070078842525525,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-21,2024-02-22,adaptive_market_style,3,688525,佰维存储,半导体,94.69624029385781,0.02495188364463457,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-21,2024-02-22,adaptive_market_style,4,600348,华阳股份,煤炭开采,94.2406121312309,0.06208325959584417,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-21,2024-02-22,adaptive_market_style,5,002654,万润科技,互联网,94.0538561121614,0.03137682443101818,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-22,2024-02-23,adaptive_market_style,1,600348,华阳股份,煤炭开采,95.58989672832892,0.05935397482643936,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-22,2024-02-23,adaptive_market_style,2,688525,佰维存储,半导体,94.74665546793773,0.024557825741510043,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-22,2024-02-23,adaptive_market_style,3,600839,四川长虹,家用电器,94.3775461131408,0.04116673122309131,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-22,2024-02-23,adaptive_market_style,4,000938,紫光股份,IT设备,94.09853876372759,0.04374949847817516,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-22,2024-02-23,adaptive_market_style,5,000977,浪潮信息,IT设备,93.95393056590186,0.03492210390793044,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-23,2024-02-26,adaptive_market_style,1,300308,中际旭创,通信设备,95.89589217938249,0.02467208258634281,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-23,2024-02-26,adaptive_market_style,2,688525,佰维存储,半导体,94.62300823837882,0.02445700176327113,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-23,2024-02-26,adaptive_market_style,3,002654,万润科技,互联网,94.05365049552717,0.029916495957307665,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-23,2024-02-26,adaptive_market_style,4,300045,华力创通,IT设备,94.01964793089869,0.027073652432188716,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-23,2024-02-26,adaptive_market_style,5,300364,中文在线,出版业,93.58094097845299,0.019099574373309496,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-26,2024-02-27,adaptive_market_style,1,688525,佰维存储,半导体,94.41768018939766,0.02415286936264753,0.1052193064397913,0,0,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-26,2024-02-27,adaptive_market_style,2,600839,四川长虹,家用电器,93.65694724073866,0.03865085226988481,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-26,2024-02-27,adaptive_market_style,3,300045,华力创通,IT设备,93.5974546282347,0.02737617761803572,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-26,2024-02-27,adaptive_market_style,4,002559,亚威股份,机床制造,93.44536850846195,0.029585607815725282,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-26,2024-02-27,adaptive_market_style,5,000938,紫光股份,IT设备,92.91562259340962,0.04366940655291367,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.5,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.5,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-27,2024-02-28,adaptive_market_style,1,688525,佰维存储,半导体,94.37528788040703,0.024591362571878363,0.0,1,0,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.7,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.7,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-27,2024-02-28,adaptive_market_style,2,300045,华力创通,IT设备,94.074965744072,0.02656281145480332,0.159295704503517,0,0,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.7,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.7,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-27,2024-02-28,adaptive_market_style,3,000938,紫光股份,IT设备,93.79511440411306,0.039207550536865206,0.2351255022554401,0,0,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.7,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.7,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-27,2024-02-28,adaptive_market_style,4,002559,亚威股份,机床制造,93.65838243151782,0.030728879031808157,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.7,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.7,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-27,2024-02-28,adaptive_market_style,5,600839,四川长虹,家用电器,93.6155762951353,0.04075153494294768,0.0,0,1,robust,baseline_full_liquidity_detail_vol_position,robust_high_volatility_liquid_market,0.7,attack_completed_history_drawdown_cap_70pct,robust,baseline_full_liquidity_detail_vol_position,0.7,robust_high_volatility_liquid_market,robust_high_volatility_liquid_market,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-28,2024-02-29,adaptive_market_style,1,600519,贵州茅台,白酒,30.0,0.2,0.0,0,0,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-28,2024-02-29,adaptive_market_style,2,300750,宁德时代,电气设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-28,2024-02-29,adaptive_market_style,3,300308,中际旭创,通信设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-28,2024-02-29,adaptive_market_style,4,601127,赛力斯,汽车整车,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-28,2024-02-29,adaptive_market_style,5,603259,药明康德,化学制药,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-02-29,2024-03-01,adaptive_market_style,1,600519,贵州茅台,白酒,30.0,0.2,0.0,0,0,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-29,2024-03-01,adaptive_market_style,2,300308,中际旭创,通信设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-29,2024-03-01,adaptive_market_style,3,300750,宁德时代,电气设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-29,2024-03-01,adaptive_market_style,4,601127,赛力斯,汽车整车,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-02-29,2024-03-01,adaptive_market_style,5,603259,药明康德,化学制药,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-01,2024-03-04,adaptive_market_style,1,600519,贵州茅台,白酒,30.0,0.2,0.0,0,0,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-01,2024-03-04,adaptive_market_style,2,300308,中际旭创,通信设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-01,2024-03-04,adaptive_market_style,3,300750,宁德时代,电气设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-01,2024-03-04,adaptive_market_style,4,601127,赛力斯,汽车整车,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-01,2024-03-04,adaptive_market_style,5,603259,药明康德,化学制药,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-04,2024-03-05,adaptive_market_style,1,600519,贵州茅台,白酒,30.0,0.2,0.0,0,0,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-04,2024-03-05,adaptive_market_style,2,300308,中际旭创,通信设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-04,2024-03-05,adaptive_market_style,3,601127,赛力斯,汽车整车,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-04,2024-03-05,adaptive_market_style,4,300750,宁德时代,电气设备,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-04,2024-03-05,adaptive_market_style,5,603259,药明康德,化学制药,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-05,2024-03-06,adaptive_market_style,1,600519,贵州茅台,白酒,30.0,0.2,0.0,0,0,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-05,2024-03-06,adaptive_market_style,2,300308,中际旭创,通信设备,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-05,2024-03-06,adaptive_market_style,3,601127,赛力斯,汽车整车,29.99,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-05,2024-03-06,adaptive_market_style,4,300750,宁德时代,电气设备,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-05,2024-03-06,adaptive_market_style,5,603259,药明康德,化学制药,29.98,0.2,0.0,0,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.5,attack_completed_history_drawdown_cap_70pct,defensive,baseline_full_liquidity,0.5,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-06,2024-03-07,adaptive_market_style,1,002281,光迅科技,通信设备,96.79108678784402,0.2,0.09620814720298786,0,0,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-03-06,2024-03-07,adaptive_market_style,2,002456,欧菲光,元器件,96.70575403130452,0.2,0.09620814720298786,0,0,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-03-06,2024-03-07,adaptive_market_style,3,601127,赛力斯,汽车整车,96.5565391293832,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-03-06,2024-03-07,adaptive_market_style,4,300757,罗博特科,专用机械,96.52899358024035,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-03-06,2024-03-07,adaptive_market_style,5,600584,长电科技,半导体,96.34505248602257,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2024-03-07,2024-03-08,adaptive_market_style,1,300757,罗博特科,专用机械,96.71595651696303,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-07,2024-03-08,adaptive_market_style,2,301236,软通动力,软件服务,96.50421822434241,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-07,2024-03-08,adaptive_market_style,3,601899,紫金矿业,铜,95.43273463273398,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-07,2024-03-08,adaptive_market_style,4,600584,长电科技,半导体,95.36818511599667,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-07,2024-03-08,adaptive_market_style,5,002281,光迅科技,通信设备,95.3314880014537,0.2,0.0,1,0,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-08,2024-03-11,adaptive_market_style,1,300757,罗博特科,专用机械,97.12921705523651,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-08,2024-03-11,adaptive_market_style,2,002281,光迅科技,通信设备,96.42008090018415,0.2,0.0,1,0,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-08,2024-03-11,adaptive_market_style,3,300474,景嘉微,元器件,95.99641454406958,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-08,2024-03-11,adaptive_market_style,4,600584,长电科技,半导体,95.94805015229684,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-08,2024-03-11,adaptive_market_style,5,300475,香农芯创,元器件,95.61601041497278,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-11,2024-03-12,adaptive_market_style,1,002281,光迅科技,通信设备,96.75532566533106,0.2,0.0,1,0,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-11,2024-03-12,adaptive_market_style,2,300474,景嘉微,元器件,96.29985723244697,0.2,0.104960336123816,0,0,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
2024-03-11,2024-03-12,adaptive_market_style,3,300757,罗博特科,专用机械,95.96814703240841,0.2,0.0,0,1,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,0.7,attack_completed_history_drawdown_cap_70pct,balanced,baseline_full_liquidity_detail_market_gate,0.7,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal
